Name, Surname, Email, Gender, Phone, RollNo, Department, Internships, Skills, Skill Score, Aggregate Pointer, No of KT's, Domain, Performance
Sai, Jain, SaiJain6134@mail.com, Male, 9379279488, 18ex40, extc, 0, ['python'], 10, 9.65, 2, dot net developer, extreme low
Damini, Ganguly, DaminiGanguly4199@mail.com, Female, 8727075883, 14ex12, extc, 4, ['python' |  'web development' |  'c' |  'python' |  'excell'], 26, 9.86, 1, web developer, moderate low
Ansh, Laghari, AnshLaghari6978@gmail.com, Male, 8809516375, 17co59, computer, 1, ['excell'], 2, 7.43, 1, ethical hacking, low
Mythri, Khatri, MythriKhatri8183@spicemail.com, Female, 9680882555, 13it54, it, 0, ['excell' |  'excell' |  'java' |  'c' |  'web development'], 13, 5.08, 0, dot net developer, extreme high
Ayaan, Laghari, AyaanLaghari6298@gmail.com, Male, 9218215123, 16it49, it, 2, ['ruby' |  'java' |  'machine learning'], 22, 9.95, 4, ethical hacking, moderate high
Dhruv, Arya, DhruvArya1068@redmail.com, Male, 9553502755, 15ex13, extc, 1, ['excell' |  'web scrapping'], 9, 7.66, 5, dot net developer, moderate high
Vihaan, Anthony, VihaanAnthony7293@mail.com, Male, 8676014315, 13ex33, extc, 1, ['web development' |  'python' |  'python' |  'python' |  'java' |  'excell'], 37, 4.78, 1, android developer, moderate high
Ansh, Khanna, AnshKhanna3775@hotmail.com, Male, 9498951556, 13it24, it, 0, ['microsoft word' |  'ruby'], 9, 9.46, 5, android developer, extreme high
Ishaan, Grover, IshaanGrover8596@spicemail.com, Male, 8637245691, 17it21, it, 3, ['linux' |  'web development' |  'machine learning' |  'excell'], 14, 5.79, 5, ethical hacking, extreme low
Roshni, Chopra, RoshniChopra1365@redmail.com, Female, 9659704780, 14it43, it, 2, ['linux'], 3, 6.96, 0, android developer, extreme low
Damini, Ganguly, DaminiGanguly1559@hotmail.com, Female, 8578242321, 13ex41, extc, 2, ['linux'], 3, 9.62, 1, ethical hacking, extreme low
Arush, Reddy, ArushReddy6913@gmail.com, Male, 9360777316, 17co11, computer, 3, ['microsoft word'], 1, 4.53, 3, ios developer, moderate low
Nandini, Reddy, NandiniReddy1868@spicemail.com, Female, 8834163764, 19it18, it, 4, ['machine learning' |  'python' |  'machine learning'], 28, 6.34, 4, web developer, medium
Mahika, Bakshi, MahikaBakshi6878@hotmail.com, Female, 8780653231, 13ex34, extc, 4, ['linux' |  'ruby' |  'java' |  'machine learning' |  'web scrapping' |  'c'], 36, 4.83, 4, android developer, medium
Zahira, Chopra, ZahiraChopra8954@spicemail.com, Female, 9743786460, 16ex56, extc, 1, ['web scrapping' |  'web development' |  'microsoft word' |  'java' |  'machine learning' |  'linux'], 25, 6.68, 0, machine learning, extreme high
Kaia, Jain, KaiaJain8226@spicemail.com, Female, 9729269233, 17ex46, extc, 4, ['web scrapping' |  'web development' |  'python' |  'excell' |  'c' |  'linux'], 26, 7.77, 4, ethical hacking, high
Rhea, Khatri, RheaKhatri4776@redmail.com, Female, 8192393825, 15ex41, extc, 1, ['microsoft word' |  'python'], 11, 7.31, 2, web developer, moderate high
Amara, Khatri, AmaraKhatri4551@gmail.com, Female, 9208796711, 14co25, computer, 4, ['web scrapping'], 7, 8.54, 5, ethical hacking, extreme high
Omala, Malhotra, OmalaMalhotra5067@gmail.com, Female, 8582272902, 17co43, computer, 1, ['web development' |  'microsoft word' |  'web scrapping' |  'microsoft word'], 9, 5.45, 0, machine learning, extreme low
Vivaan, Gokhale, VivaanGokhale3546@redmail.com, Male, 9771429837, 14it28, it, 1, ['excell' |  'web scrapping'], 9, 4.2, 4, machine learning, extreme low
Mythri, Mangal, MythriMangal2395@mail.com, Female, 8967317187, 15it25, it, 1, ['python' |  'linux' |  'web development' |  'machine learning' |  'microsoft word' |  'web development'], 23, 8.67, 5, machine learning, moderate low
Rhea, Joshi, RheaJoshi8692@spicemail.com, Female, 9421139568, 19co12, computer, 4, ['web scrapping'], 7, 6.47, 2, ethical hacking, extreme high
Ishita, Laghari, IshitaLaghari8389@gmail.com, Female, 9402949589, 19co42, computer, 1, ['ruby' |  'c' |  'ruby' |  'web scrapping'], 27, 4.84, 5, android developer, low
Krishna, Reddy, KrishnaReddy7752@redmail.com, Male, 9409194760, 17co34, computer, 3, ['python' |  'microsoft word' |  'c' |  'linux' |  'web development' |  'machine learning'], 27, 4.03, 1, android developer, high
Mythri, Kashyap, MythriKashyap1065@spicemail.com, Female, 9325538663, 14co50, computer, 0, ['machine learning' |  'web scrapping' |  'web scrapping' |  'microsoft word' |  'linux'], 27, 4.55, 4, ethical hacking, moderate low
Aesha, Ahuja, AeshaAhuja5334@gmail.com, Female, 8490816574, 13co07, computer, 1, ['python' |  'java' |  'java' |  'web development' |  'java' |  'python'], 35, 8.65, 1, ethical hacking, extreme low
Gazala, Laghari, GazalaLaghari8394@hotmail.com, Female, 9700604167, 18it60, it, 0, ['linux' |  'ruby'], 11, 5.79, 0, machine learning, medium
Ishaan, Khatri, IshaanKhatri1730@redmail.com, Male, 9895737867, 18it48, it, 1, ['web development'], 0, 7.19, 1, dot net developer, medium
Madhavaditya, Gandhi, MadhavadityaGandhi4751@spicemail.com, Male, 9552552291, 13ex43, extc, 1, ['excell'], 2, 9.07, 4, dot net developer, medium
Atharv, Bakshi, AtharvBakshi3662@redmail.com, Male, 8298789374, 15it52, it, 2, ['web scrapping' |  'web scrapping' |  'microsoft word' |  'machine learning' |  'excell'], 26, 9.59, 4, machine learning, extreme low
Sai, Mangal, SaiMangal9276@spicemail.com, Male, 9364471588, 19ex60, extc, 0, ['machine learning' |  'excell' |  'linux' |  'ruby'], 22, 7.1, 4, machine learning, moderate low
Mythri, Gupta, MythriGupta4833@redmail.com, Female, 9933430336, 17it55, it, 1, ['java' |  'c' |  'machine learning'], 18, 9.89, 3, ios developer, low
Ajay, Patel, AjayPatel2664@gmail.com, Male, 8564401842, 18co20, computer, 1, ['java' |  'c' |  'linux' |  'java' |  'c'], 21, 7.86, 0, ethical hacking, moderate low
Omala, Patel, OmalaPatel9293@hotmail.com, Female, 9319199929, 18ex25, extc, 0, ['java'], 5, 8.58, 5, ios developer, extreme low
Aarav, Gupta, AaravGupta1083@hotmail.com, Male, 8326620556, 13co26, computer, 4, ['microsoft word'], 1, 5.13, 0, ios developer, moderate high
Amara, Dhar, AmaraDhar9784@gmail.com, Female, 9732995189, 18co05, computer, 1, ['microsoft word' |  'ruby' |  'linux' |  'microsoft word'], 13, 8.76, 5, ethical hacking, high
Amara, Anthony, AmaraAnthony9882@redmail.com, Female, 8507727708, 14co38, computer, 2, ['ruby' |  'machine learning'], 17, 8.17, 0, dot net developer, extreme high
Damini, Gandhi, DaminiGandhi9843@hotmail.com, Female, 8617847401, 15it20, it, 2, ['excell' |  'c' |  'c'], 10, 5.38, 2, android developer, extreme high
Zahira, Ganguly, ZahiraGanguly3689@spicemail.com, Female, 9606877198, 17co10, computer, 1, ['java' |  'web scrapping' |  'web development' |  'machine learning' |  'web scrapping' |  'java'], 33, 7.65, 2, ethical hacking, extreme low
Ayaan, Patel, AyaanPatel8093@redmail.com, Male, 9211285643, 16ex19, extc, 4, ['c' |  'ruby' |  'ruby' |  'c' |  'web development' |  'web development'], 24, 4.19, 2, dot net developer, medium
Esha, Dhar, EshaDhar3983@redmail.com, Female, 8427891030, 17ex20, extc, 3, ['linux' |  'excell' |  'microsoft word' |  'web development' |  'excell'], 8, 6.76, 1, web developer, medium
Mahika, Bakshi, MahikaBakshi9552@spicemail.com, Female, 9124342253, 15it40, it, 0, ['web scrapping' |  'web scrapping'], 14, 9.72, 0, ios developer, low
Esha, Patel, EshaPatel1330@redmail.com, Female, 9395443150, 17co20, computer, 0, ['python' |  'machine learning' |  'linux' |  'c' |  'c' |  'microsoft word'], 31, 6.84, 0, ios developer, low
Manoj, Dhar, ManojDhar2490@spicemail.com, Male, 9719391481, 17ex32, extc, 3, ['ruby' |  'excell'], 10, 9.7, 3, android developer, extreme high
Dulari, Joshi, DulariJoshi2898@gmail.com, Female, 8562805032, 19ex14, extc, 0, ['java'], 5, 5.11, 2, android developer, medium
Manish, Ahuja, ManishAhuja8232@hotmail.com, Male, 8714526440, 16co43, computer, 1, ['web development' |  'ruby' |  'excell' |  'c'], 14, 8.22, 1, dot net developer, moderate high
Ayaan, Jha, AyaanJha7564@redmail.com, Male, 8246087489, 18it10, it, 2, ['ruby' |  'c' |  'web development' |  'excell'], 14, 7.2, 4, ethical hacking, medium
Arush, Dhar, ArushDhar8089@mail.com, Male, 9129342150, 19it60, it, 3, ['ruby' |  'microsoft word' |  'excell' |  'python' |  'excell' |  'linux'], 26, 5.14, 3, android developer, moderate low
Arnav, Joshi, ArnavJoshi4447@gmail.com, Male, 8338431796, 14ex32, extc, 3, ['ruby' |  'machine learning'], 17, 7.65, 1, machine learning, extreme high
Krish, Kaur, KrishKaur5256@gmail.com, Male, 8744224038, 14it32, it, 1, ['web scrapping' |  'machine learning' |  'machine learning' |  'excell' |  'ruby' |  'web scrapping'], 42, 4.9, 5, android developer, low
Pooja, Jha, PoojaJha6447@redmail.com, Female, 8888401423, 18ex33, extc, 2, ['excell'], 2, 6.51, 1, web developer, moderate high
Vihaan, Agarwal, VihaanAgarwal2994@mail.com, Male, 8113935322, 15co40, computer, 1, ['python' |  'java' |  'linux' |  'java'], 23, 9.29, 5, dot net developer, extreme high
Aarav, Grover, AaravGrover9113@redmail.com, Male, 9940056333, 15co07, computer, 2, ['python' |  'web development' |  'ruby'], 18, 5.09, 5, machine learning, medium
Aditya, Khatri, AdityaKhatri4435@mail.com, Male, 8161619992, 14it02, it, 1, ['excell' |  'machine learning'], 11, 9.48, 0, ios developer, high
Hanima, Iyer, HanimaIyer3528@gmail.com, Female, 8619957711, 19it50, it, 0, ['linux' |  'microsoft word' |  'machine learning' |  'microsoft word' |  'ruby'], 22, 7.27, 4, android developer, low
Chetan, Anand, ChetanAnand9314@spicemail.com, Male, 9505053967, 17co12, computer, 1, ['python' |  'excell' |  'c'], 16, 6.62, 4, ios developer, moderate low
Om, Kapadia, OmKapadia7339@hotmail.com, Male, 8990509782, 16co41, computer, 4, ['web development' |  'linux' |  'excell'], 5, 9.43, 1, machine learning, low
Vivaan, Dhar, VivaanDhar7222@spicemail.com, Male, 8387282151, 18it24, it, 1, ['java' |  'web scrapping' |  'machine learning'], 21, 6.81, 2, android developer, extreme low
Mythri, Kashyap, MythriKashyap6521@redmail.com, Female, 9138444031, 15ex07, extc, 3, ['web scrapping' |  'microsoft word'], 8, 6.99, 3, ios developer, high
Ayaan, Patel, AyaanPatel2082@gmail.com, Male, 8134098941, 17ex36, extc, 2, ['c' |  'machine learning' |  'web scrapping'], 20, 5.49, 4, web developer, high
Muhammad, Gupta, MuhammadGupta2660@spicemail.com, Male, 9538071100, 17ex33, extc, 3, ['linux' |  'excell' |  'python'], 15, 9.77, 3, ethical hacking, low
Omala, Arya, OmalaArya1437@redmail.com, Female, 9167730286, 14co51, computer, 4, ['microsoft word' |  'excell' |  'python' |  'web development'], 13, 5.32, 1, ios developer, low
Arya, Ahuja, AryaAhuja5569@redmail.com, Female, 8286618421, 16it07, it, 4, ['ruby' |  'machine learning' |  'ruby' |  'machine learning'], 34, 8.72, 5, machine learning, extreme high
Pooja, Chopra, PoojaChopra9222@mail.com, Female, 8361457241, 19co11, computer, 4, ['python' |  'excell' |  'microsoft word'], 13, 8.69, 3, android developer, extreme low
Muhammad, Malhotra, MuhammadMalhotra4349@hotmail.com, Male, 9313122190, 15co18, computer, 1, ['java' |  'machine learning' |  'web scrapping' |  'excell' |  'excell' |  'microsoft word'], 26, 5.25, 2, ios developer, moderate high
Ansh, Khanna, AnshKhanna3981@gmail.com, Male, 8830832217, 18ex03, extc, 1, ['excell' |  'java' |  'c' |  'java'], 16, 9.55, 5, web developer, extreme low
Aryan, Iyer, AryanIyer5139@gmail.com, Male, 9715450578, 16ex21, extc, 3, ['microsoft word' |  'excell'], 3, 7.72, 5, android developer, extreme high
Roshni, Khanna, RoshniKhanna9080@redmail.com, Female, 9935456509, 15co09, computer, 1, ['ruby'], 8, 7.19, 3, ios developer, extreme high
Dulari, Laghari, DulariLaghari6918@gmail.com, Female, 9566454353, 16ex03, extc, 2, ['machine learning' |  'linux' |  'ruby'], 20, 6.79, 3, ethical hacking, extreme high
Jenya, Kashyap, JenyaKashyap4437@redmail.com, Female, 9113375819, 18co38, computer, 0, ['ruby' |  'python' |  'excell' |  'java'], 25, 6.35, 1, dot net developer, high
Laasya, Malhotra, LaasyaMalhotra3146@redmail.com, Female, 8633598119, 14ex43, extc, 4, ['web scrapping' |  'machine learning' |  'c' |  'machine learning' |  'python' |  'java'], 44, 8.31, 5, machine learning, low
Vilina, Mangal, VilinaMangal9636@redmail.com, Female, 8321595014, 15it19, it, 1, ['ruby' |  'excell'], 10, 7.44, 0, android developer, extreme low
Chahna, Agarwal, ChahnaAgarwal1374@redmail.com, Female, 9358518281, 18ex15, extc, 1, ['java' |  'microsoft word' |  'linux' |  'python'], 19, 8.0, 5, web developer, moderate low
Mythri, Jha, MythriJha4188@redmail.com, Female, 8461075455, 16co44, computer, 3, ['web scrapping' |  'linux'], 10, 9.67, 3, android developer, low
Naina, Dhar, NainaDhar1789@hotmail.com, Female, 8638100513, 16co17, computer, 2, ['machine learning' |  'python' |  'c' |  'c' |  'linux'], 30, 9.28, 3, machine learning, low
Nandini, Bakshi, NandiniBakshi6950@redmail.com, Female, 9376222070, 19ex20, extc, 0, ['web development' |  'c'], 4, 5.46, 2, ethical hacking, extreme low
Manoj, Gandhi, ManojGandhi5087@hotmail.com, Male, 9668418930, 18ex59, extc, 4, ['microsoft word' |  'python' |  'ruby'], 19, 7.08, 3, dot net developer, moderate high
Atharv, Laghari, AtharvLaghari5452@hotmail.com, Male, 9685320785, 19ex21, extc, 0, ['microsoft word' |  'java'], 6, 4.47, 2, machine learning, medium
Aesha, Chopra, AeshaChopra3984@gmail.com, Female, 8209374227, 19ex35, extc, 2, ['linux' |  'web scrapping' |  'machine learning'], 19, 5.22, 5, ios developer, moderate high
Akshay, Kapadia, AkshayKapadia4460@gmail.com, Male, 8963561638, 13it23, it, 4, ['machine learning' |  'web scrapping' |  'c' |  'ruby' |  'excell'], 30, 7.23, 0, web developer, high
Om, Ghosh, OmGhosh8260@gmail.com, Male, 8363432418, 19it32, it, 1, ['excell'], 2, 8.29, 4, ios developer, extreme low
Nandini, Gandhi, NandiniGandhi7515@hotmail.com, Female, 9933100052, 18co49, computer, 0, ['web scrapping' |  'ruby' |  'linux' |  'web scrapping'], 25, 8.1, 4, dot net developer, moderate low
Ajay, Kaur, AjayKaur2297@mail.com, Male, 9173478838, 17ex35, extc, 3, ['python' |  'ruby' |  'web scrapping'], 25, 9.69, 0, machine learning, low
Om, Ghosh, OmGhosh8374@spicemail.com, Male, 8143904348, 15co28, computer, 3, ['microsoft word' |  'java' |  'c' |  'python' |  'linux'], 23, 5.73, 4, ethical hacking, moderate high
Arnav, Bakshi, ArnavBakshi7393@redmail.com, Male, 9768411260, 17it34, it, 1, ['python'], 10, 4.57, 3, ethical hacking, moderate low
Zahira, Anthony, ZahiraAnthony6885@spicemail.com, Female, 8208502263, 15co13, computer, 4, ['ruby' |  'ruby' |  'java' |  'ruby'], 29, 5.46, 2, dot net developer, moderate high
Arush, Patel, ArushPatel8812@hotmail.com, Male, 8478337488, 19co46, computer, 1, ['microsoft word' |  'web development' |  'ruby' |  'web development'], 9, 4.53, 4, machine learning, low
Mangala, Gandhi, MangalaGandhi9155@spicemail.com, Female, 9368155026, 19ex30, extc, 4, ['web scrapping'], 7, 5.61, 2, machine learning, high
Vivaan, Jha, VivaanJha1790@hotmail.com, Male, 9325668943, 17co49, computer, 2, ['web scrapping' |  'microsoft word'], 8, 4.98, 0, ios developer, moderate high
Vilina, Ganguly, VilinaGanguly6095@redmail.com, Female, 9937651503, 15it37, it, 2, ['java'], 5, 8.45, 2, ios developer, extreme high
Damini, Kaur, DaminiKaur1494@mail.com, Female, 8541091352, 18it46, it, 4, ['ruby' |  'java' |  'microsoft word' |  'web development' |  'c'], 18, 8.97, 4, ios developer, medium
Vivaan, Gupta, VivaanGupta4283@mail.com, Male, 9179364622, 15it07, it, 1, ['machine learning' |  'java' |  'python' |  'machine learning'], 33, 9.82, 0, web developer, extreme low
Ayaan, Dhar, AyaanDhar6982@mail.com, Male, 9160536883, 16it25, it, 3, ['machine learning' |  'web scrapping' |  'c' |  'machine learning'], 29, 6.7, 5, ethical hacking, moderate high
Aahna, Reddy, AahnaReddy3090@spicemail.com, Female, 9909019306, 16co32, computer, 2, ['web development' |  'linux' |  'linux' |  'excell' |  'microsoft word'], 9, 6.5, 2, ethical hacking, low
Ajay, Gupta, AjayGupta1353@hotmail.com, Male, 9161616100, 13ex20, extc, 3, ['ruby' |  'c' |  'web scrapping' |  'python' |  'machine learning' |  'java'], 43, 6.19, 4, machine learning, moderate low
Zaina, Kashyap, ZainaKashyap4551@mail.com, Female, 9923747358, 17ex21, extc, 4, ['ruby' |  'machine learning' |  'ruby' |  'web development' |  'java' |  'ruby'], 38, 4.21, 1, android developer, extreme high
Kamala, Patel, KamalaPatel1424@redmail.com, Female, 8335910534, 18co04, computer, 4, ['linux' |  'machine learning'], 12, 7.68, 2, web developer, moderate high
Sai, Patel, SaiPatel5364@hotmail.com, Male, 8660958438, 14co19, computer, 4, ['python'], 10, 5.69, 5, dot net developer, moderate low
Sai, Jha, SaiJha4016@gmail.com, Male, 8909199738, 16co45, computer, 2, ['excell' |  'python' |  'ruby'], 20, 5.63, 2, ethical hacking, extreme low
Falguni, Khanna, FalguniKhanna3769@mail.com, Female, 9718230266, 17it27, it, 1, ['excell' |  'python' |  'machine learning' |  'python'], 31, 5.97, 0, machine learning, extreme low
Dhruv, Bakshi, DhruvBakshi9640@hotmail.com, Male, 9717803958, 15co16, computer, 3, ['web development' |  'machine learning' |  'python' |  'web scrapping' |  'web development'], 26, 6.46, 3, ethical hacking, extreme low
Vihaan, Kashyap, VihaanKashyap6547@gmail.com, Male, 9351313963, 18co18, computer, 0, ['web scrapping' |  'microsoft word' |  'python' |  'machine learning' |  'c'], 31, 7.27, 3, android developer, moderate low
Ayaan, Dhar, AyaanDhar2275@mail.com, Male, 9617065249, 19it16, it, 3, ['excell' |  'c' |  'web development' |  'excell'], 8, 7.71, 3, web developer, moderate low
Arnav, Mangal, ArnavMangal4329@hotmail.com, Male, 9643876774, 18co60, computer, 0, ['machine learning' |  'python' |  'web scrapping'], 26, 8.37, 2, ethical hacking, low
Reyansh, Kapadia, ReyanshKapadia3382@gmail.com, Male, 9131664087, 15it50, it, 4, ['web development' |  'c'], 4, 5.37, 3, machine learning, medium
Muhammad, Gokhale, MuhammadGokhale3291@hotmail.com, Male, 9917151406, 16co56, computer, 0, ['excell' |  'excell' |  'java' |  'web scrapping'], 16, 7.34, 1, ethical hacking, moderate low
Mangala, Laghari, MangalaLaghari9766@hotmail.com, Female, 9455332768, 16co16, computer, 0, ['web development'], 0, 4.0, 2, dot net developer, moderate high
Vihaan, Joshi, VihaanJoshi9548@redmail.com, Male, 8663205627, 17it11, it, 2, ['c' |  'web scrapping' |  'c' |  'c' |  'java'], 24, 7.42, 3, web developer, moderate high
Zahira, Ahuja, ZahiraAhuja5835@spicemail.com, Female, 9321980061, 14it01, it, 3, ['web scrapping' |  'web development' |  'machine learning' |  'excell' |  'python'], 28, 8.21, 3, ios developer, extreme high
Anik, Ganguly, AnikGanguly9582@mail.com, Male, 8591303646, 14co15, computer, 4, ['java' |  'python'], 15, 7.36, 0, web developer, extreme high
Kaia, Ganguly, KaiaGanguly2325@hotmail.com, Female, 9479559516, 15co07, computer, 4, ['web development' |  'web development' |  'web development' |  'python' |  'ruby'], 18, 8.75, 2, ethical hacking, moderate low
Naina, Joshi, NainaJoshi3011@gmail.com, Female, 9146945058, 17it32, it, 2, ['python' |  'microsoft word' |  'python'], 21, 4.64, 3, machine learning, medium
Madhavaditya, Kaur, MadhavadityaKaur9760@mail.com, Male, 8724370617, 14co34, computer, 1, ['java'], 5, 7.66, 1, android developer, low
Raahithya, Ganguly, RaahithyaGanguly2869@spicemail.com, Male, 8402198724, 13co53, computer, 1, ['python'], 10, 5.45, 2, android developer, extreme low
Adhira, Kaur, AdhiraKaur1894@hotmail.com, Female, 9137228896, 15it01, it, 1, ['web development'], 0, 5.09, 4, ios developer, extreme high
Ajay, Chopra, AjayChopra7968@redmail.com, Male, 9586465287, 18ex57, extc, 4, ['c' |  'ruby' |  'excell' |  'web development' |  'python'], 24, 9.82, 1, android developer, extreme low
Amara, Laghari, AmaraLaghari4986@hotmail.com, Female, 8430218063, 13it33, it, 3, ['ruby' |  'ruby' |  'web development'], 16, 6.29, 3, web developer, medium
Dhruv, Anthony, DhruvAnthony3911@gmail.com, Male, 8202838355, 13co36, computer, 1, ['java' |  'machine learning' |  'linux'], 17, 7.11, 0, machine learning, extreme low
Krish, Patel, KrishPatel5795@mail.com, Male, 8411669563, 16ex30, extc, 0, ['ruby'], 8, 6.33, 2, machine learning, extreme high
Laasya, Chopra, LaasyaChopra1136@mail.com, Female, 9836439626, 17co07, computer, 0, ['web development' |  'excell'], 2, 9.88, 0, web developer, extreme high
Mangala, Patel, MangalaPatel9422@spicemail.com, Female, 9891816637, 18co34, computer, 4, ['linux' |  'java'], 8, 6.5, 0, web developer, moderate high
Naina, Anthony, NainaAnthony5936@hotmail.com, Female, 8793138283, 17co53, computer, 4, ['web scrapping' |  'web scrapping' |  'java'], 19, 6.17, 5, ethical hacking, medium
Rhea, Ghosh, RheaGhosh6011@mail.com, Female, 8273179612, 13co46, computer, 1, ['machine learning'], 9, 8.91, 4, dot net developer, medium
Hanima, Patel, HanimaPatel7249@mail.com, Female, 8152595837, 16co26, computer, 0, ['web development' |  'excell' |  'web development' |  'microsoft word'], 3, 8.06, 0, android developer, high
Ayaan, Dhar, AyaanDhar4037@gmail.com, Male, 8981327404, 16it48, it, 3, ['web development' |  'ruby' |  'microsoft word' |  'web development' |  'web scrapping' |  'linux'], 19, 6.88, 3, web developer, extreme low
Aditya, Laghari, AdityaLaghari8332@gmail.com, Male, 8823174921, 13co39, computer, 4, ['ruby' |  'ruby' |  'microsoft word' |  'ruby' |  'ruby' |  'microsoft word'], 34, 9.48, 0, web developer, extreme high
Chetan, Khatri, ChetanKhatri3357@redmail.com, Male, 9132859226, 18ex04, extc, 0, ['web development' |  'python' |  'machine learning'], 19, 7.31, 0, machine learning, moderate high
Ajay, Khatri, AjayKhatri1150@hotmail.com, Male, 8604883068, 18co16, computer, 4, ['c'], 4, 5.26, 4, android developer, medium
Vivaan, Agarwal, VivaanAgarwal4798@hotmail.com, Male, 8977094312, 13it20, it, 4, ['web scrapping' |  'web scrapping' |  'web development'], 14, 6.41, 2, dot net developer, extreme low
Gazala, Agarwal, GazalaAgarwal7445@spicemail.com, Female, 9794487303, 15ex02, extc, 2, ['python' |  'ruby' |  'web scrapping' |  'excell' |  'excell'], 29, 6.47, 1, ethical hacking, medium
Vihaan, Mangal, VihaanMangal2118@gmail.com, Male, 9167003282, 16ex36, extc, 1, ['machine learning' |  'machine learning' |  'excell'], 20, 5.75, 2, web developer, low
Kabir, Agarwal, KabirAgarwal9893@gmail.com, Male, 9351393836, 13ex33, extc, 1, ['python' |  'web development' |  'web scrapping' |  'excell' |  'python' |  'web development'], 29, 7.6, 5, machine learning, moderate high
Aditya, Mangal, AdityaMangal4371@redmail.com, Male, 9956747280, 13it39, it, 2, ['web development' |  'web scrapping'], 7, 5.87, 3, machine learning, extreme high
Dhruv, Chopra, DhruvChopra2494@mail.com, Male, 9798219166, 13it09, it, 3, ['c' |  'excell' |  'web scrapping'], 13, 5.22, 1, ethical hacking, extreme high
Sai, Gokhale, SaiGokhale2548@hotmail.com, Male, 8609765738, 16it11, it, 2, ['linux'], 3, 5.52, 4, android developer, extreme high
Anik, Dhar, AnikDhar6528@gmail.com, Male, 8890183069, 16ex50, extc, 2, ['microsoft word' |  'machine learning' |  'web scrapping' |  'ruby' |  'excell' |  'microsoft word'], 28, 7.63, 2, dot net developer, extreme high
Mahika, Gupta, MahikaGupta1812@gmail.com, Female, 8416660133, 13co59, computer, 2, ['excell' |  'microsoft word' |  'machine learning' |  'web development' |  'microsoft word' |  'c'], 17, 8.18, 0, machine learning, medium
Krishna, Malhotra, KrishnaMalhotra9625@gmail.com, Male, 8593585912, 15ex36, extc, 3, ['c'], 4, 9.84, 3, web developer, extreme low
Ajay, Grover, AjayGrover2435@gmail.com, Male, 8312308004, 13ex27, extc, 0, ['linux'], 3, 4.31, 4, ethical hacking, extreme high
Naina, Laghari, NainaLaghari6935@mail.com, Female, 9754933380, 13it16, it, 3, ['excell' |  'web scrapping' |  'java'], 14, 4.76, 5, dot net developer, extreme low
Jenya, Reddy, JenyaReddy1762@spicemail.com, Female, 9232502484, 13it56, it, 1, ['python' |  'machine learning' |  'machine learning'], 28, 6.35, 1, machine learning, low
Ishaan, Malhotra, IshaanMalhotra9275@gmail.com, Male, 8243072798, 18co15, computer, 4, ['linux' |  'web scrapping' |  'java' |  'machine learning' |  'linux' |  'web development'], 27, 8.1, 2, ethical hacking, medium
Arush, Reddy, ArushReddy3017@hotmail.com, Male, 8908401128, 16ex27, extc, 2, ['machine learning' |  'linux' |  'python' |  'web scrapping' |  'microsoft word' |  'excell'], 32, 7.27, 1, ios developer, medium
Kabir, Kaur, KabirKaur5091@gmail.com, Male, 8903652390, 16co03, computer, 3, ['microsoft word' |  'c' |  'web development' |  'linux'], 8, 7.17, 0, web developer, medium
Arya, Chopra, AryaChopra8237@gmail.com, Female, 8272017841, 13co33, computer, 4, ['java' |  'c'], 9, 5.71, 2, machine learning, extreme low
Sai, Gandhi, SaiGandhi2916@gmail.com, Male, 9295886426, 13it36, it, 0, ['linux' |  'excell' |  'c' |  'linux' |  'python'], 22, 6.58, 5, dot net developer, high
Rudra, Ganguly, RudraGanguly9372@mail.com, Male, 9309000326, 16it41, it, 0, ['machine learning'], 9, 8.16, 3, machine learning, extreme high
Ansh, Jha, AnshJha3351@gmail.com, Male, 8809713783, 16ex50, extc, 3, ['linux'], 3, 6.04, 4, ios developer, low
Vivaan, Iyer, VivaanIyer6022@mail.com, Male, 8518428224, 19it46, it, 4, ['java' |  'linux' |  'microsoft word' |  'linux' |  'web scrapping'], 19, 7.07, 0, dot net developer, extreme low
Dhruv, Kapadia, DhruvKapadia8811@spicemail.com, Male, 8699974327, 14ex28, extc, 0, ['c' |  'excell' |  'c' |  'java' |  'linux'], 18, 4.15, 0, android developer, medium
Mangala, Gupta, MangalaGupta4977@spicemail.com, Female, 9801565954, 13ex19, extc, 0, ['microsoft word' |  'excell' |  'excell' |  'web scrapping' |  'c' |  'microsoft word'], 17, 5.83, 2, android developer, moderate high
Mahika, Anand, MahikaAnand1012@redmail.com, Female, 8750716374, 18ex54, extc, 2, ['c' |  'microsoft word' |  'linux' |  'c' |  'excell'], 14, 8.51, 4, ios developer, extreme high
Laranya, Khanna, LaranyaKhanna5224@spicemail.com, Female, 9518945620, 17ex31, extc, 0, ['python' |  'machine learning' |  'python'], 29, 9.01, 4, web developer, medium
Naina, Gupta, NainaGupta3737@mail.com, Female, 9496098320, 15it38, it, 1, ['python'], 10, 5.95, 4, android developer, extreme high
Vivaan, Jha, VivaanJha1621@spicemail.com, Male, 9760085066, 16ex50, extc, 1, ['java' |  'machine learning' |  'ruby' |  'python' |  'microsoft word'], 33, 5.81, 4, ios developer, extreme high
Raahithya, Bakshi, RaahithyaBakshi5866@gmail.com, Male, 9547201409, 14co29, computer, 1, ['web development' |  'c' |  'machine learning'], 13, 4.11, 0, android developer, extreme high
